"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
110,121,"41000248001",1164462,OR,"21",Facility Plan or Preliminary Engineering Report ,2020-04-01,2020-04-01,,,
114,125,"41000059001",1238047,OR,"20",CIP or Master Plan,2021-04-08,2021-04-01,,,
115,125,"41000000007",3606643,OR,"20",CIP or Master Plan,2021-04-08,2021-04-01,,,
153,163,"22003103001",1168363,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-20,2021-10-01,,,
197,207,"01000000084",3606661,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-08,2022-02-01,,,
217,223,"01000023001",1101851,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-01,2022-01-01,,,
264,264,"01000034001",1101862,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-01,2022-02-01,,,
275,275,"22001015001",1168250,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
283,281,"22000980001",1168249,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-18,2021-10-01,,,
285,283,"17003002001",1114124,IL,"21",Facility Plan or Preliminary Engineering Report ,2022-03-22,2022-03-01,,,
286,284,"22000950001",1168244,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-25,2021-10-01,,,
287,285,"22000940001",1168243,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
295,293,"22003110010",3535737,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
338,327,"22003386001",1168557,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-23,2021-08-01,,,
5802,328,"53000920002",429307,WA,"20",CIP or Master Plan,2019-12-17,2019-12-01,,,
339,328,"53200800002",3508337,WA,"20",CIP or Master Plan,2019-12-17,2019-12-01,,,
342,331,"22000950003",1168246,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-20,2021-10-01,,,
344,331,"22000950005",3606679,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-20,2021-10-01,,,
343,331,"22000950004",3606678,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-20,2021-10-01,,,
345,332,"22003034001",1168312,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
346,333,"22003074001",1237422,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-25,2021-10-01,,,
347,334,"22003096001",1168357,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
348,335,"22000800001",1168233,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
349,336,"22000795001",1168232,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
3,3,"38000000001",3606600,ND,"53",Census of Agriculture,2017-01-01,2017-01-01,,,
31807,10,"30000000003",3606629,MT,"44",NPS Management Program/Assessment Report,2020-01-06,2020-01-01,,,
120,130,"22201201234",3536936,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
37,44,"17000622001",1113897,IL,"3",CWSRF Loan Pre-applications/Final Applications,2021-03-24,2021-03-01,,,
70,77,"22001465001",1168284,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
19380,78,"22001450001",1168282,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
19384,78,"22001450002",3533156,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
553,80,"17000287002",1232709,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
74,80,"17000476001",1113748,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
784,80,"17000254001",1113531,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
675,80,"17000537002",1113815,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
78,80,"17000721007",1113999,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
10606,80,"17000144003",1113418,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
1506,80,"17000652001",1113921,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
1070,80,"17005803001",1114257,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
667,80,"17009515001",1114430,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
1735,80,"17000490001",1113763,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
6740,80,"17000402006",1113673,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
5448,80,"17000000049",3608431,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
1730,80,"17000347001",1113616,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
1318,80,"17000515001",1113792,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
676,80,"17000537001",1113814,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
674,80,"17000537009",1113816,IL,"1",CWSRF IUP/Project Priority List,2021-07-01,2021-07-01,,,
670,597,"47000795001",1166112,TN,"1",CWSRF IUP/Project Priority List,2022-03-19,2022-03-01,,,
90,98,"22003311001",1168512,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
100,109,"22000210001",1168183,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
149,158,"22003411001",1168575,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
162,171,"22001280001",1168269,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-28,2021-09-01,,,
166,174,"22003420001",1168584,LA,"3",CWSRF Loan Pre-applications/Final Applications,2022-01-26,2022-01-01,,,
215,221,"33000044001",1100940,NH,"74",Asset Management Plan with Costs,2021-04-16,2021-04-01,,,
234,240,"22001095001",1168261,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
254,258,"51000001102",3540376,VA,"3",CWSRF Loan Pre-applications/Final Applications,2020-07-10,2020-07-01,,,
268,268,"01000035001",1101863,AL,"96",Excel Spreadsheet Annotations,2022-03-31,2022-01-01,,,
269,269,"17000310002",1113576,IL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-07,2022-02-01,,,
281,279,"22001025002",1168252,LA,"3",CWSRF Loan Pre-applications/Final Applications,2022-03-14,2022-03-01,,,
284,282,"22000955001",1168247,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
288,286,"01000000085",3606672,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-31,2022-01-01,,,
289,287,"01000000085",3606672,AL,"96",Excel Spreadsheet Annotations,2022-03-31,2022-03-01,,,
26,32,"22000000054",3606636,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
2431,15,"45000221002",1157116,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
1717,15,"45000302001",1238536,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
1380,15,"45000613001",1157236,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
21,15,"45000621001",1157267,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
43,15,"45000000072",3606639,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
2429,15,"45000000073",3607517,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
2430,15,"45000000074",3607518,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
1387,15,"45009106001",1157290,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
42,15,"45000206001",1157099,SC,"1",CWSRF IUP/Project Priority List,2021-07-26,2021-07-01,,,
44,49,"01000418003",1102225,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-01,2022-01-01,,,
57,64,"22000005001",1237404,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
75,82,"22001435001",1168281,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
93,100,"22000155001",1168180,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-20,2021-10-01,,,
102,111,"22009019010",3138990,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-18,2021-10-01,,,
103,112,"22009019007",1168608,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
111,122,"17001303001",1114068,IL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-01,2022-01-01,,,
121,131,"22003179001",1237429,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-30,2021-10-01,,,
125,134,"22000320001",1168191,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
129,138,"22000000058",3606649,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
143,153,"22009033003",1168611,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
144,154,"22000000059",3606650,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-27,2021-09-01,,,
145,155,"22003056001",1168328,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-31,2021-10-01,,,
146,156,"22000000060",3606651,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
152,162,"22000395001",1237406,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
155,165,"41000000008",3606652,OR,"44",NPS Management Program/Assessment Report,2021-05-01,2021-05-01,,,
160,169,"22009087004",1168695,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
165,173,"22003420001",1168584,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
167,175,"17001204003",1114054,IL,"21",Facility Plan or Preliminary Engineering Report ,2020-08-01,2020-08-01,,,
168,176,"22001230001",1168267,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-08,2021-09-01,,,
170,179,"22000000062",3606656,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
20181,189,"30000092001",1159152,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
4273,189,"30000120001",1159172,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26633,189,"30000052001",1159119,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
25901,189,"30000180001",1159221,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19097,189,"30000161001",1238254,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18777,189,"30000080001",1159142,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18139,189,"30000051001",1159118,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3602,189,"30000202001",1159238,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
1419,189,"30000113001",1159167,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19471,189,"30000002001",1159078,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
7733,189,"30000053001",1159120,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18095,189,"30000132001",1159184,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3281,189,"30000040001",1159108,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20086,189,"30000125001",1159177,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3605,189,"30000147001",1159195,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19489,189,"30000134001",1159185,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
4266,189,"30000069001",1159132,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19234,189,"30000103001",1159161,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3284,189,"30000070001",1159133,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3736,189,"30000112001",1159166,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18105,189,"30000000013",3608090,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18044,189,"30000000015",3608092,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
7735,189,"30000000016",3608920,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
17149,189,"30000000012",3608089,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3246,189,"30000000007",3607816,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
17142,189,"30000000011",3608088,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
3597,189,"30000024001",1238236,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19477,189,"30000007001",1238233,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20073,189,"30000000026",3611785,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
17327,189,"30000020001",1159091,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20190,189,"30000086001",1159146,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20226,189,"30000063001",1159126,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19083,189,"30000000020",3611555,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18134,189,"30000000014",3608091,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18037,189,"30000233001",1159261,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20202,189,"30000000028",3611787,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26370,189,"30000000054",3612601,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20209,189,"30000000029",3611788,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19014,189,"30000090001",1159150,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19366,189,"30000000023",3611564,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
25947,189,"30000000040",3612289,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19101,189,"30000046001",1159114,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
17091,189,"30000000018",3611220,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19388,189,"30000000024",3611569,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23916,189,"30000000038",3612287,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23508,189,"30000000032",3611824,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23900,189,"30000000037",3611829,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18786,189,"30000000019",3611433,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19106,189,"30300251001",2819840,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20170,189,"30300257001",2824642,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18049,189,"30000087001",1159147,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20219,189,"30000000030",3611790,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19215,189,"30000000022",3611560,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
18761,189,"30000060001",1238240,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19487,189,"30000130001",1159182,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19483,189,"30000054001",1159121,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20075,189,"30000010001",1159084,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19208,189,"30000000021",3611559,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20175,189,"30000000027",3611786,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
20079,189,"30300301001",3539397,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19093,189,"30000174001",1159216,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23845,189,"30000000035",3611827,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
19457,189,"30300305001",3542113,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
25957,189,"30000000039",3612288,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26400,189,"30000000052",3612599,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26393,189,"30000000053",3612600,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26291,189,"30000000056",3612603,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26602,189,"30000000046",3612589,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26415,189,"30000000050",3612597,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26706,189,"30000000057",3612661,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
25961,189,"30000000041",3612341,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26594,189,"30000000047",3612590,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23835,189,"30000240001",1159267,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26576,189,"30000000048",3612591,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26641,189,"30000062001",1238241,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23793,189,"30000000034",3611826,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26424,189,"30000000049",3612596,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26306,189,"30000000055",3612602,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
26714,189,"30000100001",1159158,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
25928,189,"30000050001",1238239,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
23903,189,"30000119001",1159171,MT,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-26,2021-08-01,,,
51,56,"22009033215",1168628,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-21,2021-10-01,,,
60,67,"22003095001",1168356,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
68,75,"41000043001",1164305,OR,"21",Facility Plan or Preliminary Engineering Report ,2017-01-01,2017-01-01,,,
82,88,"22009920019",3535497,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
89,95,"22001380001",1168277,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
116,126,"22003309001",1168511,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-20,2021-09-01,,,
126,135,"22003330001",1168527,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
132,141,"22003402001",1168568,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
133,142,"22003108001",1168367,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
159,168,"22000000061",3606653,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
6685,168,"22000000196",3608746,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
192,202,"22001190001",1168265,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-09,2021-08-01,,,
204,213,"41000022030",3542776,OR,"20",CIP or Master Plan,2021-06-15,2021-06-01,,,
203,213,"41000022003",1164280,OR,"20",CIP or Master Plan,2021-06-15,2021-06-01,,,
209,215,"01000230001",1102061,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-01,2022-01-01,,,
300,298,"36009071001",1221389,NY,"3",CWSRF Loan Pre-applications/Final Applications,2022-02-23,2022-02-01,,,
230,236,"22000000067",3606665,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
232,238,"22003308001",1168510,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-21,2021-10-01,,,
237,243,"22003234001",1168469,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
245,250,"22001070001",1168258,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
303,300,"22003233001",1168468,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
6,6,"31002449001",1230266,NE,"12a",Completed State Needs Surveys and other state forms (approved as primary),2022-01-06,2022-01-01,,,
40,47,"31001162001",1145916,NE,"12a",Completed State Needs Surveys and other state forms (approved as primary),2021-11-17,2021-11-01,,,
45,50,"01000418003",1102225,AL,"96",Excel Spreadsheet Annotations,2022-01-01,2022-01-01,,,
304,301,"17001019001",2865000,IL,"21",Facility Plan or Preliminary Engineering Report ,2020-10-01,2020-10-01,,,
311,303,"53000920001",1180863,WA,"20",CIP or Master Plan,2022-03-09,2022-03-01,,,
313,303,"53320000001",374154,WA,"20",CIP or Master Plan,2022-03-09,2022-03-01,,,
319,309,"22000890001",1168240,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-14,2021-10-01,,,
320,310,"22000885001",1168239,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-06,2021-10-01,,,
321,311,"22003035001",1168313,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-15,2021-10-01,,,
322,312,"22003125001",1168393,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
323,313,"22003259001",1168483,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
324,314,"17003506001",1114146,IL,"21",Facility Plan or Preliminary Engineering Report ,2019-06-01,2019-06-01,,,
326,316,"22003284001",1168488,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
328,318,"22000523001",1168203,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-30,2021-10-01,,,
330,320,"17000048001",1113338,IL,"21",Facility Plan or Preliminary Engineering Report ,2020-03-13,2020-03-01,,,
331,321,"22003124002",1168392,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-23,2021-08-01,,,
332,322,"22000535001",1168205,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
333,323,"22000545001",1168206,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
335,324,"22000555001",1168209,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-21,2021-10-01,,,
336,325,"22003321001",1168521,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
2,2,"17000074001",1113363,IL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-08,2022-02-01,,,
9,12,"41000058001",1164321,OR,"21",Facility Plan or Preliminary Engineering Report ,2019-08-01,2019-08-01,,,
48,53,"01000003001",1101826,AL,"96",Excel Spreadsheet Annotations,2022-03-10,2022-03-01,,,
5500,58,"47000535001",1166055,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5601,58,"47000952001",1166139,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6312,58,"47001360001",1166204,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6313,58,"47001385001",1166208,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6241,58,"47001087001",3522317,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
53,58,"47000065002",3606487,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6324,58,"47001515001",3522337,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5597,58,"47000915001",1235058,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5502,58,"47000440001",1166043,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6316,58,"47001380001",1235079,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6246,58,"47001110005",1235066,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5504,58,"47000730001",1166093,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5498,58,"47000205001",1165998,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
6309,58,"47001320001",1166197,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
11522,58,"47000000016",3609363,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5506,58,"47000750001",1166101,TN,"1",CWSRF IUP/Project Priority List,2020-07-15,2020-07-01,,,
5494,59,"47000795001",1166112,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
3386,59,"47000225001",1166002,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
11524,59,"47002015001",1166237,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
2459,59,"47000420001",1166041,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
