"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
29960,16302,"34005434011",442445,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31780,16302,"34007280011",442626,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
29968,16302,"34004013012",442450,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30362,16302,"34004189011",442473,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30876,16302,"34005194011",442478,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30879,16302,"34001194011",442479,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30882,16302,"34002510011",442485,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30898,16302,"34001204011",442498,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30900,16302,"34002503011",442499,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30870,16302,"34005191011",442476,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30906,16302,"34007205011",442501,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30320,16302,"34007057011",442470,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
29962,16302,"34007019011",442446,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30885,16302,"34004199011",442488,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30888,16302,"34002521011",442492,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30903,16302,"34003507011",442500,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
30284,16302,"34001025011",442468,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32171,16302,"34005219011",442530,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32869,16302,"34003500011",442555,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33059,16302,"34008504011",442645,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33120,16302,"34190323111",442668,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33565,16302,"34006335011",442695,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32958,16302,"34006052011",442596,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32961,16302,"34005263011",442597,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33027,16302,"34002297011",442644,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33117,16302,"34001457011",442866,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33254,16302,"34001105011",442842,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32673,16302,"34001269011",442609,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32917,16302,"34002024011",442462,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32997,16302,"34005274011",442617,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33181,16302,"34001308011",442670,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32854,16302,"34001234011",442552,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33000,16302,"34005279011",442625,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32721,16302,"34004229011",442541,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32875,16302,"34002505011",442560,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32929,16302,"34001256011",442587,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32991,16302,"34004272011",442615,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32206,16302,"34001301011",442656,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32403,16302,"34007060011",442536,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33615,16302,"34001397011",442776,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32027,16302,"34003436011",442839,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32109,16302,"34001420011",442818,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32128,16302,"34002098012",442793,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32192,16302,"34006072014",442669,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32407,16302,"34001228011",442537,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32748,16302,"34003213011",2946166,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32698,16302,"34005435011",444214,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32920,16302,"34006022011",442454,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32985,16302,"34006271011",442612,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32932,16302,"34008510011",442588,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33375,16302,"34003314011",442674,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32988,16302,"34001349011",3056328,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33071,16302,"34002513011",442652,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33078,16302,"34001303011",442660,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33177,16302,"34001450011",442853,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33420,16302,"34004013017",442831,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33458,16302,"34001331011",442691,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33431,16302,"34001328011",442686,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33569,16302,"34003524011",442698,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33572,16302,"34002527011",442699,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33575,16302,"34009502011",442700,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33590,16302,"34006351011",2891522,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33596,16302,"34007353011",442716,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33606,16302,"34005362011",442727,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33609,16302,"34001408011",442795,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33618,16302,"34004369011",442736,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33633,16302,"34001392011",442769,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31989,16302,"34008214011",442517,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33157,16302,"34006451011",442855,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31788,16302,"34002046011",442574,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32905,16302,"34005249011",444205,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32911,16302,"34002026011",442469,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32926,16302,"34002516011",442583,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33578,16302,"34005337011",442703,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33581,16302,"34001339011",442704,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33067,16302,"34001300011",442651,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32233,16302,"34004068011",444218,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32252,16302,"34002114013",442622,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32413,16302,"34008232011",442549,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31921,16302,"34002532011",442502,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32889,16302,"34008509011",442569,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32900,16302,"34002248011",442573,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32940,16302,"34001137011",442364,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31917,16302,"34007117011",442871,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32010,16302,"34006110011",444251,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32084,16302,"34006037011",442521,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32176,16302,"34001333011",442693,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31948,16302,"34001112011",442857,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32258,16302,"34001277012",442621,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32435,16302,"34003057011",442614,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33024,16302,"34006294011",442638,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32071,16302,"34001216011",442520,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32731,16302,"34001215011",442519,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31964,16302,"34002533011",444186,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32138,16302,"34091219111",442775,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33587,16302,"34006344011",442708,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33612,16302,"34008365011",442732,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33636,16302,"34081436111",442766,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32099,16302,"34006434011",442837,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32112,16302,"34001217011",442524,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33064,16302,"34002507011",442647,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33238,16302,"34001115011",442846,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32713,16302,"34002045011",442563,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32908,16302,"34008251011",442578,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32935,16302,"34001168011",442430,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33504,16302,"34001413011",442804,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33525,16302,"34002404011",442797,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33593,16302,"34002352011",442715,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32947,16302,"34008258011",442590,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33009,16302,"34004286011",2883404,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33209,16302,"34004001014",442672,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32158,16302,"34001345011",442709,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33399,16302,"34007147014",442676,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31944,16302,"34009209011",442508,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32994,16302,"34008273011",442616,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31924,16302,"34001452011",442864,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31911,16302,"34004461011",442873,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31933,16302,"34004207011",442505,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31937,16302,"34001454011",442859,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33424,16302,"34001326011",442685,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33603,16302,"34006361011",442726,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31971,16302,"34008210011",444191,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32196,16302,"34006220011",444197,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32417,16302,"34009505011",442550,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33003,16302,"34012116011",457698,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33006,16302,"34003501011",442627,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32782,16302,"34001202011",442493,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32893,16302,"34008247011",442572,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33102,16302,"34006469011",442883,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33191,16302,"34001309011",442671,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33409,16302,"34005318011",442680,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33444,16302,"34007329011",442687,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33473,16302,"34121349111",442821,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32851,16302,"34008233011",442551,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32976,16302,"34001263011",442600,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
33019,16302,"34001293011",442636,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32792,16302,"34001196011",442482,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32400,16302,"34006226011",442533,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32944,16302,"34001135011",442355,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
32397,16302,"34008041011",442532,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
31733,16302,"34002312012",2975702,NJ,"5",Cost of Previous Comparable Construction,2022-06-27,2022-01-01,Y,Y,
29542,16319,"54000000098",3612944,WV,"1",CWSRF IUP/Project Priority List,2023-01-01,2023-01-01,,,
29592,16358,"21000226001",1139657,KY,"3",CWSRF Loan Pre-applications/Final Applications,2023-01-12,2022-09-01,,,
29595,16361,"21000226001",1139657,KY,"3",CWSRF Loan Pre-applications/Final Applications,2023-01-12,2022-09-01,,,
29597,16363,"21000226001",1139657,KY,"3",CWSRF Loan Pre-applications/Final Applications,2023-01-12,2022-09-01,,,
31857,17296,"13000825001",1109649,GA,"75",Small Community Form (Uploaded as attachment),2023-04-11,2022-01-01,,,
31858,17296,"13000000790",3612967,GA,"75",Small Community Form (Uploaded as attachment),2023-04-11,2022-01-01,,,
31862,17298,"13000591001",1109399,GA,"75",Small Community Form (Uploaded as attachment),2023-04-11,2023-04-01,,,
28683,15765,"44000012001",1144294,RI,"16",Hazard Mitigation Plans,2022-04-01,2022-04-01,,,
28693,15772,"21000056001",1139524,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-06-30,2021-05-01,,,
28828,15830,"25000119002",3609757,MA,"20",CIP or Master Plan,2018-06-01,2018-05-01,,,
36073,15830,"25000119004",3613915,MA,"20",CIP or Master Plan,2018-06-01,2018-05-01,,,
28832,15833,"55000000258",3612812,WI,"20",CIP or Master Plan,2022-11-10,2022-11-01,,,
28902,15880,"23000000043",3612897,ME,"21",Facility Plan or Preliminary Engineering Report ,2009-11-18,2009-11-01,,,Y
28980,15942,"25000110001",1092407,MA,"21",Facility Plan or Preliminary Engineering Report ,2016-12-07,2016-12-01,,,
29042,15989,"25000225001",1092510,MA,"16",Hazard Mitigation Plans,2021-07-15,2021-07-01,,,
30508,16666,"49000002001",1170360,UT,"96",Excel Spreadsheet Annotations,2022-11-08,2022-11-01,,,
30578,16685,"21000541001",1139830,KY,"3",CWSRF Loan Pre-applications/Final Applications,2015-10-06,2015-12-01,,,Y
30616,16704,"23000102001",1142541,ME,"23",Final Engineer's Estimate/Lowest Bids,2022-12-13,2022-12-01,,,
30630,16711,"13000000803",3613002,GA,"40",Watershed-Based Plans,2012-03-01,2006-01-01,,,Y
30675,16713,"34001324003",1073422,NJ,"32",Draft CSO Long-Term Control Plan (LTCP),2021-12-01,2021-12-01,,,
30718,16713,"34001222011",442531,NJ,"32",Draft CSO Long-Term Control Plan (LTCP),2021-12-01,2021-12-01,,,
30714,16713,"34001222001",1073371,NJ,"32",Draft CSO Long-Term Control Plan (LTCP),2021-12-01,2021-12-01,,,
30725,16753,"21000123001",1139591,KY,"3",CWSRF Loan Pre-applications/Final Applications,2009-02-09,2011-01-01,,,Y
30865,16842,"53000990001",1180891,WA,"20",CIP or Master Plan,2021-05-04,2021-05-01,,,
30860,16842,"53200802073",3507346,WA,"20",CIP or Master Plan,2021-05-04,2021-05-01,,,
31060,16923,"21000269001",1235508,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-07-21,2021-07-01,,,
31091,16946,"39001678001",1080957,OH,"3",CWSRF Loan Pre-applications/Final Applications,2022-08-19,2022-08-01,,,
31096,16949,"06000000234",3611358,CA,"101d",CWNS ID-Specific Output to State-Specific Approach (approved as alternate),2023-04-14,2023-04-01,,,
27156,15002,"01000000178",3612681,AL,"56",National Association of State Foresters BMP Survey,2016-01-01,2022-01-01,,,
26755,14850,"05000482001",1105265,AR,"3",CWSRF Loan Pre-applications/Final Applications,2022-06-13,2022-06-01,,,
26847,14873,"55000000244",3612686,WI,"41",Section 319 Funded or EPA Reviewed Watershed-Based Plans,2020-08-21,2020-08-01,,,
27586,15195,"25000240001",1092525,MA,"22",Engineer's Study,2022-12-31,2022-12-01,,,
27588,15197,"25000240001",1092525,MA,"22",Engineer's Study,2022-12-31,2022-12-01,,,
27590,15199,"25000240001",1092525,MA,"22",Engineer's Study,2022-12-31,2022-12-01,,,
27592,15201,"25000240001",1092525,MA,"22",Engineer's Study,2022-12-31,2022-12-01,,,
27630,15227,"09002005001",1071983,CT,"23",Final Engineer's Estimate/Lowest Bids,2023-01-18,2023-01-01,,,
27774,15283,"05000143001",1104975,AR,"2",Non-CWSRF Governmental Loan and Grant Applications,2022-10-31,2022-10-01,,,
27783,15310,"49000012001",1170369,UT,"96",Excel Spreadsheet Annotations,2023-02-28,2023-02-01,,,
28041,15439,"09001390001",1071943,CT,"22",Engineer's Study,2022-05-02,2022-05-01,,,
28377,15653,"21000190001",1139627,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-06-23,2021-06-01,,,
28391,15658,"21000190001",1139627,KY,"96",Excel Spreadsheet Annotations,2023-03-29,2010-11-01,,,
28458,15676,"37000604001",1153119,NC,"3",CWSRF Loan Pre-applications/Final Applications,2023-03-30,2023-03-01,,,
28508,15694,"51000161001",1235974,VA,"20",CIP or Master Plan,2021-03-05,2021-03-01,,,
28513,15698,"22000645001",1237408,LA,"3",CWSRF Loan Pre-applications/Final Applications,2023-03-31,2023-03-01,,,
28518,15702,"05000144001",1104976,AR,"2",Non-CWSRF Governmental Loan and Grant Applications,2022-11-01,2022-11-01,,,
28531,15710,"18004171001",1120333,IN,"3",CWSRF Loan Pre-applications/Final Applications,2023-03-29,2023-03-01,,,
28546,15718,"21000190001",1139627,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-06-23,2021-06-01,,,
28556,15722,"21000190001",1139627,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-06-23,2021-06-01,,,
28768,15807,"54000000097",3612891,WV,"1",CWSRF IUP/Project Priority List,2021-12-01,2021-12-01,,,
29656,15889,"23000405001",3513465,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29659,15889,"23000407001",3513466,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29678,15889,"23000415001",3513470,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
28919,15889,"23000431001",3513498,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29654,15889,"23000403001",3513463,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29692,15889,"23000427001",3513482,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29661,15889,"23000409001",3513467,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29672,15889,"23000411001",3513468,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29685,15889,"23000423001",3513477,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29646,15889,"23000421001",3513476,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29694,15889,"23000429001",3513496,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29688,15889,"23000425001",3513479,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29676,15889,"23000413001",3513469,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29682,15889,"23000419001",3513472,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29680,15889,"23000417001",3513471,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29651,15889,"23000401001",3513459,ME,"101c",CWNS ID-Specific Output to State-Specific Approach,2023-04-21,2023-04-01,,,
29037,15984,"25000071001",1092370,MA,"20",CIP or Master Plan,2020-08-01,2020-08-01,,,
29403,16234,"21000286001",1235510,KY,"3",CWSRF Loan Pre-applications/Final Applications,2016-12-14,2016-11-01,,,
29702,15760,"02000114001",1104795,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28672,15760,"02000119001",1104800,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28670,15760,"02000331001",1104821,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28638,15760,"02000108001",1104792,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28634,15760,"02000123001",1104804,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28628,15760,"02000115001",1104796,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28647,15760,"02000408001",1104838,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28668,15760,"02000125003",3607873,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29709,15760,"02000114003",3612720,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28653,15760,"02000108100",3612712,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28642,15760,"02000299010",3612713,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28632,15760,"02000115003",3612885,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29839,15760,"02000500081",3612719,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28636,15760,"02000102002",1104785,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28622,15760,"02000500011",3091532,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28674,15760,"02000107100",3612716,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29813,15760,"02000407101",3612718,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29856,15760,"02000122001",1104803,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29796,15760,"02000121001",1104802,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29823,15760,"02000500065",3186728,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29722,15760,"02000500098",3612714,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
29720,15760,"02000500080",3612715,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28649,15760,"02000120001",1104801,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
32276,15760,"02000109001",1104793,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28664,15760,"02000116001",1104797,AK,"96",Excel Spreadsheet Annotations,2023-04-06,2022-06-01,,,
28654,15762,"02000108100",3612712,AK,"20",CIP or Master Plan,2022-05-11,2022-05-01,,,
28655,15763,"02000108100",3612712,AK,"96",Excel Spreadsheet Annotations,2023-03-30,2022-05-01,,,
30015,16496,"21000278001",1235509,KY,"3",CWSRF Loan Pre-applications/Final Applications,2022-12-15,2022-10-01,,,
30020,16498,"21000278001",1235509,KY,"3",CWSRF Loan Pre-applications/Final Applications,2021-10-21,2015-08-01,,,
30047,16505,"54003012001",1095062,WV,"23",Final Engineer's Estimate/Lowest Bids,2023-04-11,2023-04-01,,,
30113,16509,"12000000150",3612983,FL,"96",Excel Spreadsheet Annotations,2021-06-28,2021-06-01,,,
30080,16509,"12000078003",486177,FL,"96",Excel Spreadsheet Annotations,2021-06-28,2021-06-01,,,
30184,16539,"12000087003",3527496,FL,"96",Excel Spreadsheet Annotations,2022-09-12,2022-09-01,,,
